serial_nbr,batchID
S000B033711,B033711
S001B027752,B027752
S001B011870,B011870
S005B015837,B015837
S002B026902,B026902
S005B018394,B018394
S005B044908,B044908
S005B034075,B034075
S008B034264,B034264
S008B026317,B026317
S002B043050,B043050
S002B037248,B037248
S002B011304,B011304
S009B014416,B014416
S000B045814,B045814
S002B037041,B037041
S006B035437,B035437
S007B016459,B016459
S009B033764,B033764
S000B015551,B015551
S006B032879,B032879
S009B000604,B000604
S007B030120,B030120
S005B047356,B047356
S008B028433,B028433
S007B004712,B004712
S000B019750,B019750
S003B044205,B044205
S003B035255,B035255
S009B007984,B007984
S009B031813,B031813
S007B011970,B011970
S005B011246,B011246
S003B013609,B013609
S004B024187,B024187
S004B040925,B040925
S007B019757,B019757
S007B011066,B011066
S003B029766,B029766
S002B045833,B045833
S005B026317,B026317
S003B007965,B007965
S006B039020,B039020
S003B041049,B041049
S001B037898,B037898
S007B037419,B037419
S003B050125,B050125
S001B002487,B002487
S004B002132,B002132
S005B032001,B032001
S006B026764,B026764
S009B018620,B018620
S004B035560,B035560
S004B048794,B048794
S007B022545,B022545
S003B027630,B027630
S004B038300,B038300
S008B018977,B018977
S003B018114,B018114
S002B005559,B005559
S005B036726,B036726
S008B023159,B023159
S006B007135,B007135
S002B014466,B014466
S006B002766,B002766
S005B008512,B008512
S007B015301,B015301
S007B019537,B019537
S003B022086,B022086
S009B019176,B019176
S000B033527,B033527
S007B027403,B027403
S009B046458,B046458
S008B029705,B029705
S005B024871,B024871
S002B013208,B013208
S005B044094,B044094
S002B033615,B033615
S005B000949,B000949
S002B005765,B005765
S009B025566,B025566
S000B034134,B034134
S005B015100,B015100
S007B011069,B011069
S000B008126,B008126
S005B042257,B042257
S003B006156,B006156
S001B019504,B019504
S003B021433,B021433
S004B029311,B029311
S003B028791,B028791
S003B039853,B039853
S005B005125,B005125
S009B011066,B011066
S002B003004,B003004
S009B024614,B024614
S003B013512,B013512
S007B002216,B002216
S001B047827,B047827
S006B039132,B039132
S007B000124,B000124
S009B031622,B031622
S007B045423,B045423
S003B005147,B005147
S004B007718,B007718
S000B028153,B028153
S009B003447,B003447
S004B025686,B025686
S007B038028,B038028
S009B048318,B048318
S003B035424,B035424
S008B024990,B024990
S003B037997,B037997
S006B010210,B010210
S006B040705,B040705
S000B030252,B030252
S009B045814,B045814
S000B003875,B003875
S009B040221,B040221
S002B023569,B023569
S004B045031,B045031
S003B002133,B002133
S006B024541,B024541
S006B029705,B029705
S004B005207,B005207
S004B003362,B003362
S004B018455,B018455
S006B019805,B019805
S000B022654,B022654
S009B035864,B035864
S003B000920,B000920
S003B030404,B030404
S008B025269,B025269
S008B013114,B013114
S006B027182,B027182
S004B033446,B033446
S001B007355,B007355
S009B015427,B015427
S004B050310,B050310
S003B021868,B021868
S005B050333,B050333
S000B023984,B023984
S009B002938,B002938
S008B014875,B014875
S004B013622,B013622
S003B009784,B009784
S003B030241,B030241
S009B041225,B041225
S008B000086,B000086
S000B014806,B014806
S007B025843,B025843
S001B006514,B006514
S001B044418,B044418
S001B012930,B012930
S000B017144,B017144
S008B005304,B005304
S001B028798,B028798
S003B044975,B044975
S005B029827,B029827
S008B040352,B040352
S003B009197,B009197
S002B005658,B005658
S009B034933,B034933
S007B015604,B015604
S002B012714,B012714
S001B040255,B040255
S004B028433,B028433
S005B039020,B039020
S007B025353,B025353
S002B017398,B017398
S009B007170,B007170
S002B032537,B032537
S001B030377,B030377
S009B015271,B015271
S004B020305,B020305
S009B042727,B042727
S000B029550,B029550
S007B042432,B042432
S007B048484,B048484
S004B028647,B028647
S005B007097,B007097
S001B023441,B023441
S005B014903,B014903
S005B024446,B024446
S009B031948,B031948
S003B044992,B044992
S007B044155,B044155
S004B020041,B020041
S007B030145,B030145
S002B023495,B023495
S001B036703,B036703
S008B016018,B016018
S009B033217,B033217
S001B047382,B047382
S007B019682,B019682
S006B047548,B047548
S008B015524,B015524
S003B024674,B024674
S000B029449,B029449
S004B013873,B013873
S007B012393,B012393
S006B035900,B035900
S002B023704,B023704
S003B004312,B004312
S009B034485,B034485
S001B050118,B050118
S000B024048,B024048
S007B033527,B033527
S003B015964,B015964
S009B016185,B016185
S003B019630,B019630
S006B006125,B006125
S003B010456,B010456
S006B015085,B015085
S004B044084,B044084
S004B040278,B040278
S006B036868,B036868
S002B033515,B033515
S003B038663,B038663
S006B048010,B048010
S009B049788,B049788
S009B026367,B026367
S003B036738,B036738
S008B022204,B022204
S008B026651,B026651
S006B006156,B006156
S002B025377,B025377
S009B021654,B021654
S004B013727,B013727
S006B034772,B034772
S001B045031,B045031
S001B021346,B021346
S004B030359,B030359
S003B005214,B005214
S001B016607,B016607
S007B030227,B030227
S003B032511,B032511
S003B024381,B024381
S005B022602,B022602
S004B015814,B015814
S007B020448,B020448
S004B037371,B037371
S003B005730,B005730
S000B012289,B012289
S007B031212,B031212
S005B034276,B034276
S009B039174,B039174
S009B028162,B028162
S003B021022,B021022
S003B019532,B019532
S001B030512,B030512
S006B043109,B043109
S004B028110,B028110
S002B041721,B041721
S006B007138,B007138
S009B028354,B028354
S006B010004,B010004
S008B046904,B046904
S007B023912,B023912
S005B033678,B033678
S006B013669,B013669
S006B027874,B027874
S004B046967,B046967
S000B036703,B036703
S002B048485,B048485
S007B000367,B000367
S008B028636,B028636
S003B025125,B025125
S004B013581,B013581
S004B002711,B002711
S002B016169,B016169
S000B002247,B002247
S006B050181,B050181
S002B034106,B034106
S000B011404,B011404
S008B036176,B036176
S005B013747,B013747
S005B048136,B048136
S000B018688,B018688
S002B015913,B015913
S001B037532,B037532
S001B018657,B018657
S002B027469,B027469
S009B027736,B027736
S006B017359,B017359
S001B016029,B016029
S004B026034,B026034
S001B036322,B036322
S008B040135,B040135
S007B013011,B013011
S009B042308,B042308
S004B027403,B027403
S001B039493,B039493
S008B029910,B029910
S002B013224,B013224
S005B014773,B014773
S001B020917,B020917
S009B009197,B009197
S009B015604,B015604
S005B041744,B041744
S009B010918,B010918
S004B048327,B048327
S008B014976,B014976
S008B035612,B035612
S004B032648,B032648
S007B045936,B045936
S005B001052,B001052
S002B031505,B031505
S001B034485,B034485
S003B044418,B044418
S004B036947,B036947
S007B031318,B031318
S007B027924,B027924
S002B001228,B001228
S007B026819,B026819
S004B034791,B034791
S002B009593,B009593
S006B041744,B041744
S004B021433,B021433
S007B030578,B030578
S007B028647,B028647
S007B017191,B017191
S003B042854,B042854
S006B013629,B013629
S001B021673,B021673
S004B007355,B007355
S006B048520,B048520
S005B043202,B043202
S009B020001,B020001
S005B016393,B016393
S004B048963,B048963
S003B038901,B038901
S009B030019,B030019
S004B000066,B000066
S009B043799,B043799
S009B002766,B002766
S007B048643,B048643
S009B015882,B015882
S003B040135,B040135
S007B013504,B013504
S002B002535,B002535
S001B050026,B050026
S002B007742,B007742
S003B031846,B031846
S002B001243,B001243
S007B024835,B024835
S006B022196,B022196
S001B024591,B024591
S003B010687,B010687
S002B021073,B021073
S009B020652,B020652
S008B007297,B007297
S001B046166,B046166
S007B018024,B018024
S009B035096,B035096
S005B031580,B031580
S009B031266,B031266
S005B015025,B015025
S004B042362,B042362
S008B038815,B038815
S006B044008,B044008
S001B047276,B047276
S003B004203,B004203
S009B020131,B020131
S002B031336,B031336
S005B031948,B031948
S002B031694,B031694
S006B038646,B038646
S009B000060,B000060
S000B003555,B003555
S004B031266,B031266
S002B025125,B025125
S002B011653,B011653
S009B049834,B049834
S001B006502,B006502
S004B033684,B033684
S009B015787,B015787
S005B040781,B040781
S004B024304,B024304
S009B010552,B010552
S000B026744,B026744
S000B013139,B013139
S003B021941,B021941
S006B013998,B013998
S000B050041,B050041
S005B044435,B044435
S002B036176,B036176
S000B036603,B036603
S009B045995,B045995
S000B019859,B019859
S001B012289,B012289
S005B020430,B020430
S008B021544,B021544
S006B044457,B044457
S006B015850,B015850
S009B037265,B037265
S002B043972,B043972
S005B036635,B036635
S003B011628,B011628
S001B026548,B026548
S004B012672,B012672
S002B016269,B016269
S004B047139,B047139
S001B029596,B029596
S001B046076,B046076
S009B048321,B048321
S002B032648,B032648
S005B037360,B037360
S009B038559,B038559
S000B037327,B037327
S003B005626,B005626
S007B013790,B013790
S006B024674,B024674
S004B012212,B012212
S003B039214,B039214
S006B015964,B015964
S003B049790,B049790
S006B043547,B043547
S005B005639,B005639
S006B043978,B043978
S007B015969,B015969
S004B020222,B020222
S008B000448,B000448
S006B001420,B001420
S001B038342,B038342
S003B013300,B013300
S004B006641,B006641
S002B015270,B015270
S007B026356,B026356
S002B026731,B026731
S008B027354,B027354
S000B006760,B006760
S003B040721,B040721
S002B011156,B011156
S004B034622,B034622
S006B000502,B000502
S002B004306,B004306
S008B007581,B007581
S004B018149,B018149
S000B022617,B022617
S001B030019,B030019
S004B046904,B046904
S009B046588,B046588
S009B023864,B023864
S005B019333,B019333
S002B008375,B008375
S008B005323,B005323
S008B040383,B040383
S001B017776,B017776
S000B012494,B012494
S001B038305,B038305
S005B037029,B037029
S009B049819,B049819
S007B003856,B003856
S009B016713,B016713
S008B009069,B009069
S009B038877,B038877
S006B019630,B019630
S005B040287,B040287
S001B031235,B031235
S008B039293,B039293
S003B023666,B023666
S009B010687,B010687
S001B026744,B026744
S007B038637,B038637
S001B031192,B031192
S002B007463,B007463
S009B006149,B006149
S006B014777,B014777
S008B046789,B046789
S009B039381,B039381
S000B045995,B045995
S002B006775,B006775
S004B028368,B028368
S001B040221,B040221
S002B023684,B023684
S006B005128,B005128
S001B003825,B003825
S008B041096,B041096
S005B012054,B012054
S008B011683,B011683
S005B019983,B019983
S009B041166,B041166
S002B004647,B004647
S003B023724,B023724
S002B034254,B034254
S004B001213,B001213
S008B014492,B014492
S005B038056,B038056
S005B030772,B030772
S001B035817,B035817
S002B028222,B028222
S004B039174,B039174
S006B024126,B024126
S005B046789,B046789
S007B020001,B020001
S002B003888,B003888
S008B004932,B004932
S005B033123,B033123
S006B012212,B012212
S008B017538,B017538
S007B017439,B017439
S006B037260,B037260
S006B022943,B022943
S001B039243,B039243
S009B004208,B004208
S003B039993,B039993
S008B026220,B026220
S008B041386,B041386
S003B042456,B042456
S000B038792,B038792
S002B033931,B033931
S002B031066,B031066
S005B033573,B033573
S009B047356,B047356
S009B034256,B034256
S008B047508,B047508
S009B045031,B045031
S007B042645,B042645
S007B014416,B014416
S000B026434,B026434
S002B026467,B026467
S004B027328,B027328
S006B020940,B020940
S000B035418,B035418
S005B015271,B015271
S004B007737,B007737
S006B040579,B040579
S006B039799,B039799
S002B044008,B044008
S003B048581,B048581
S008B016383,B016383
S003B026946,B026946
S005B038610,B038610
S005B004594,B004594
S003B000005,B000005
S001B042595,B042595
S005B044461,B044461
S007B033711,B033711
S008B031336,B031336
S005B036345,B036345
S000B007868,B007868
S007B041917,B041917
S009B011333,B011333
S002B002513,B002513
S002B035600,B035600
S002B027328,B027328
S002B021839,B021839
S006B048029,B048029
S001B010701,B010701
S002B013558,B013558
S008B032272,B032272
S003B039286,B039286
S001B004485,B004485
S008B019078,B019078
S001B019104,B019104
S009B033374,B033374
S006B000886,B000886
S003B005029,B005029
S007B006795,B006795
S006B045801,B045801
S004B040139,B040139
S003B020021,B020021
S005B031884,B031884
S004B018594,B018594
S008B017504,B017504
S001B004932,B004932
S001B012420,B012420
S006B049784,B049784
S009B003997,B003997
S007B004312,B004312
S001B003730,B003730
S008B018392,B018392
S001B028433,B028433
S003B041261,B041261
S003B037634,B037634
S005B018720,B018720
S003B032937,B032937
S003B047580,B047580
S002B014875,B014875
S000B016500,B016500
S005B038646,B038646
S002B044611,B044611
S008B006250,B006250
S002B006250,B006250
S007B013493,B013493
S004B044205,B044205
S002B035418,B035418
S009B011712,B011712
S001B013920,B013920
S004B044079,B044079
S001B001243,B001243
S005B002128,B002128
S007B015270,B015270
S009B012891,B012891
S001B042533,B042533
S003B013287,B013287
S006B005714,B005714
S006B044992,B044992
S001B039925,B039925
S002B009858,B009858
S008B010361,B010361
S008B049834,B049834
S009B013114,B013114
S002B028277,B028277
S004B029950,B029950
S009B025686,B025686
S000B007566,B007566
S000B009097,B009097
S002B036868,B036868
S002B011747,B011747
S006B036887,B036887
S002B020131,B020131
S004B043970,B043970
S008B031813,B031813
S000B019164,B019164
S003B023512,B023512
S007B033888,B033888
S000B015205,B015205
S006B026067,B026067
S003B039385,B039385
S002B024835,B024835
S005B001608,B001608
S006B033446,B033446
S005B041550,B041550
S006B036234,B036234
S007B044094,B044094
S007B008144,B008144
S008B026722,B026722
S000B030796,B030796
S004B019878,B019878
S003B021972,B021972
S005B009097,B009097
S002B035864,B035864
S002B028675,B028675
S009B030336,B030336
S009B005973,B005973
S006B046787,B046787
S008B007001,B007001
S002B035097,B035097
S007B004485,B004485
S008B033675,B033675
S009B001737,B001737
S005B019129,B019129
S009B013178,B013178
S002B028584,B028584
S005B036367,B036367
S006B045260,B045260
S008B026764,B026764
S006B035154,B035154
S001B002373,B002373
S003B046318,B046318
S009B007667,B007667
S003B033888,B033888
S005B035255,B035255
S008B037396,B037396
S006B039685,B039685
S003B005765,B005765
S006B022562,B022562
S000B012393,B012393
S009B007597,B007597
S004B049887,B049887
S007B021941,B021941
S002B041583,B041583
S005B006250,B006250
S000B000124,B000124
S000B037396,B037396
S008B027182,B027182
S002B035459,B035459
S003B035864,B035864
S006B043052,B043052
S007B042456,B042456
S008B027903,B027903
S006B023054,B023054
S001B003849,B003849
S005B020592,B020592
S009B043963,B043963
S001B004501,B004501
S007B037998,B037998
S008B011970,B011970
S007B007737,B007737
S001B008660,B008660
S000B046268,B046268
S003B001213,B001213
S005B049163,B049163
S006B007124,B007124
S009B014272,B014272
S003B038427,B038427
S001B025615,B025615
S008B014489,B014489
S009B042222,B042222
S002B047455,B047455
S005B019747,B019747
S008B034406,B034406
S008B036041,B036041
S000B046521,B046521
S000B022465,B022465
S005B048318,B048318
S005B046600,B046600
S006B025270,B025270
S006B040978,B040978
S005B025125,B025125
S008B024187,B024187
S007B010742,B010742
S006B032595,B032595
S000B024103,B024103
S001B002636,B002636
S008B024195,B024195
S006B000141,B000141
S006B023656,B023656
S004B035438,B035438
S009B019955,B019955
S009B014063,B014063
S007B047214,B047214
S000B028232,B028232
S005B039561,B039561
S001B018705,B018705
S004B039785,B039785
S000B025016,B025016
S006B038300,B038300
S009B010004,B010004
S001B005125,B005125
S003B001133,B001133
S007B002217,B002217
S006B021234,B021234
S001B013739,B013739
S007B045603,B045603
S009B035861,B035861
S004B043276,B043276
S001B007135,B007135
S004B041923,B041923
S002B035255,B035255
S002B002496,B002496
S009B034007,B034007
S005B045319,B045319
S001B037028,B037028
S000B000663,B000663
S001B027865,B027865
S008B018996,B018996
S008B009107,B009107
S004B024298,B024298
S004B024541,B024541
S005B034909,B034909
S004B045889,B045889
S009B026917,B026917
S009B004124,B004124
S000B011931,B011931
S009B000009,B000009
S005B007297,B007297
S009B041453,B041453
S009B002144,B002144
S006B045284,B045284
S009B013998,B013998
S000B010730,B010730
S006B025146,B025146
S002B040705,B040705
S005B003849,B003849
S002B031228,B031228
S006B015016,B015016
S007B020823,B020823
S008B026094,B026094
S007B022130,B022130
S002B000505,B000505
S002B035959,B035959
S009B037327,B037327
S003B006250,B006250
S009B010435,B010435
S002B021400,B021400
S006B048317,B048317
S005B008895,B008895
S000B019129,B019129
S003B014305,B014305
S005B010060,B010060
S006B030406,B030406
S002B031341,B031341
S007B010336,B010336
S001B005183,B005183
S006B020310,B020310
S008B013224,B013224
S004B026764,B026764
S009B007846,B007846
S003B022183,B022183
S002B014617,B014617
S002B048472,B048472
S000B007875,B007875
S000B036619,B036619
S000B010817,B010817
S001B032803,B032803
S005B025357,B025357
S005B006678,B006678
S002B008626,B008626
S008B048173,B048173
S001B030162,B030162
S005B027752,B027752
S005B009251,B009251
S000B008512,B008512
S002B042483,B042483
S002B049036,B049036
S003B010675,B010675
S008B007671,B007671
S005B017269,B017269
S004B002373,B002373
S004B017395,B017395
S005B015270,B015270
S004B007573,B007573
S005B040026,B040026
S003B022293,B022293
S007B041774,B041774
S001B012914,B012914
S002B025897,B025897
S001B011456,B011456
S007B003405,B003405
S005B027826,B027826
S007B008992,B008992
S001B024838,B024838
S001B045638,B045638
S005B022545,B022545
S002B023706,B023706
S007B019330,B019330
S008B015373,B015373
S001B001608,B001608
S003B043725,B043725
S009B017837,B017837
S007B038801,B038801
S000B008315,B008315
S004B030311,B030311
S004B004647,B004647
S000B047752,B047752
S009B015205,B015205
S006B027576,B027576
S002B037898,B037898
S002B043499,B043499
S009B006060,B006060
S000B034222,B034222
S003B026559,B026559
S000B015474,B015474
S008B022661,B022661
S009B035154,B035154
S009B007640,B007640
S005B038580,B038580
S004B026926,B026926
S009B038614,B038614
S006B034793,B034793
S004B023713,B023713
S002B012011,B012011
S008B037529,B037529
S002B049093,B049093
S004B002229,B002229
S005B028609,B028609
S004B046221,B046221
S004B026607,B026607
S002B018657,B018657
S008B028137,B028137
S004B042079,B042079
S006B042533,B042533
S003B017321,B017321
S003B037998,B037998
S008B037898,B037898
S001B031622,B031622
S005B018309,B018309
S008B013760,B013760
S008B013512,B013512
S007B011156,B011156
S004B004763,B004763
S002B036761,B036761
S009B022440,B022440
S000B014489,B014489
S005B024162,B024162
S001B021548,B021548
S005B038243,B038243
S003B004124,B004124
S000B023798,B023798
S002B019129,B019129
S000B038101,B038101
S007B001737,B001737
S009B028222,B028222
S001B042222,B042222
S004B043202,B043202
S005B047818,B047818
S004B032571,B032571
S009B026926,B026926
S009B024929,B024929
S009B023943,B023943
S005B025377,B025377
S001B011804,B011804
S007B026651,B026651
S000B009735,B009735
S003B046170,B046170
S001B050264,B050264
S000B039286,B039286
S001B040411,B040411
S003B046884,B046884
S002B023080,B023080
S008B015100,B015100
S006B013369,B013369
S000B029407,B029407
S008B022440,B022440
S001B035479,B035479
S003B032467,B032467
S004B007039,B007039
S005B042308,B042308
S007B013372,B013372
S009B038342,B038342
S007B000982,B000982
S004B031813,B031813
S000B040019,B040019
S004B007792,B007792
S000B016498,B016498
S009B035097,B035097
S009B046318,B046318
S000B004570,B004570
S006B045319,B045319
S008B049213,B049213
S006B040800,B040800
S007B025239,B025239
S004B003583,B003583
S009B044454,B044454
S005B041235,B041235
S006B029168,B029168
S006B040290,B040290
S001B047070,B047070
S008B009112,B009112
S009B020831,B020831
S009B045293,B045293
S007B047559,B047559
S002B033711,B033711
S004B003200,B003200
S008B028015,B028015
S003B041904,B041904
S007B026094,B026094
S003B012295,B012295
S005B037082,B037082
S008B030336,B030336
S009B035762,B035762
S006B019060,B019060
S006B036916,B036916
S008B030534,B030534
S002B032865,B032865
S003B032052,B032052
S002B025911,B025911
S006B034810,B034810
S000B023495,B023495
S004B021835,B021835
S000B003362,B003362
S004B046985,B046985
S008B035154,B035154
S005B018065,B018065
S005B030534,B030534
S008B022562,B022562
S002B042083,B042083
S002B046746,B046746
S004B032001,B032001
S003B004874,B004874
S005B043188,B043188
S008B007447,B007447
S008B040003,B040003
S004B013287,B013287
S004B035638,B035638
S004B012098,B012098
S000B035454,B035454
S000B004648,B004648
S003B049784,B049784
S000B034806,B034806
S001B019532,B019532
S003B050026,B050026
S000B014875,B014875
S009B040531,B040531
S007B025705,B025705
S006B049850,B049850
S009B049199,B049199
S006B010056,B010056
S001B046622,B046622
S003B022815,B022815
S009B042969,B042969
S004B019893,B019893
S001B024623,B024623
S007B022196,B022196
S001B038835,B038835
S009B027472,B027472
S001B014686,B014686
S002B045984,B045984
S006B032571,B032571
S004B037898,B037898
S009B021234,B021234
S003B018594,B018594
S002B020153,B020153
S007B016853,B016853
S008B017463,B017463
S002B024741,B024741
S005B004712,B004712
S005B026803,B026803
S002B001997,B001997
S004B040531,B040531
S009B011456,B011456
S008B034806,B034806
S005B013178,B013178
S005B036578,B036578
S004B050028,B050028
S007B000920,B000920
S003B035206,B035206
S001B045338,B045338
S002B044084,B044084
S001B025352,B025352
S005B038087,B038087
S004B043084,B043084
S005B044402,B044402
S005B035943,B035943
S007B046318,B046318
S006B011037,B011037
S001B041674,B041674
S001B015551,B015551
S000B019878,B019878
S005B011653,B011653
S005B010898,B010898
S009B009269,B009269
S004B034134,B034134
S003B049947,B049947
S002B008044,B008044
S005B043645,B043645
S003B032571,B032571
S003B035853,B035853
S008B025146,B025146
S002B027865,B027865
S009B050026,B050026
S006B008648,B008648
S003B008445,B008445
S004B036413,B036413
S001B026955,B026955
S006B003405,B003405
S000B003386,B003386
S004B030087,B030087
S001B041096,B041096
S008B042253,B042253
S007B014208,B014208
S001B014046,B014046
S004B047356,B047356
S008B018511,B018511
S001B034933,B034933
S001B015746,B015746
S005B032612,B032612
S008B038581,B038581
S005B003951,B003951
S003B039565,B039565
S005B035900,B035900
S002B021119,B021119
S007B043268,B043268
S000B022815,B022815
S003B027301,B027301
S009B038087,B038087
S008B032287,B032287
S008B013208,B013208
S005B030769,B030769
S004B027249,B027249
S001B047508,B047508
S007B018299,B018299
S002B023713,B023713
S003B046521,B046521
S007B026116,B026116
S000B022466,B022466
S000B012545,B012545
S002B001053,B001053
S002B041224,B041224
S002B050119,B050119
S006B039193,B039193
S004B011173,B011173
S005B034822,B034822
S001B047752,B047752
S000B009194,B009194
S008B001900,B001900
S006B043202,B043202
S003B048116,B048116
S005B040019,B040019
S009B043032,B043032
S007B032511,B032511
S001B025417,B025417
S006B001120,B001120
S001B000141,B000141
S006B041502,B041502
S000B028416,B028416
S008B006502,B006502
S007B023838,B023838
S007B004205,B004205
S002B013727,B013727
S009B000949,B000949
S006B025920,B025920
S007B026803,B026803
S008B007893,B007893
S009B035340,B035340
S006B001905,B001905
S001B025908,B025908
S002B037188,B037188
S006B029546,B029546
S003B017668,B017668
S005B008252,B008252
S001B007146,B007146
S000B039493,B039493
S006B020286,B020286
S003B013873,B013873
S004B045911,B045911
S008B046873,B046873
S007B045542,B045542
S003B034893,B034893
S007B036478,B036478
S007B020558,B020558
S002B021338,B021338
S002B050017,B050017
S000B040733,B040733
S001B016129,B016129
S005B039641,B039641
S009B009112,B009112
S006B045911,B045911
S004B031192,B031192
S007B011310,B011310
S005B019728,B019728
S001B030391,B030391
S005B016269,B016269
S007B011173,B011173
S007B043371,B043371
S005B048494,B048494
S006B035856,B035856
S000B007965,B007965
S006B008553,B008553
S002B010706,B010706
S007B015273,B015273
S003B009336,B009336
S000B030948,B030948
S001B033165,B033165
S001B043976,B043976
S001B026964,B026964
S002B049213,B049213
S009B039293,B039293
S003B043394,B043394
S008B026136,B026136
S001B006125,B006125
S005B028015,B028015
S003B008206,B008206
S002B029213,B029213
S000B027192,B027192
S005B048581,B048581
S002B040978,B040978
S001B037447,B037447
S001B029340,B029340
S001B009819,B009819
S001B023479,B023479
S002B012393,B012393
S009B042595,B042595
S004B033753,B033753
S005B008702,B008702
S000B005792,B005792
S002B033675,B033675
S009B044699,B044699
S008B042520,B042520
S008B038427,B038427
S000B011793,B011793
S002B017562,B017562
S008B043488,B043488
S007B008545,B008545
S008B031815,B031815
S000B027830,B027830
S005B010613,B010613
S007B008206,B008206
S009B004117,B004117
S005B035838,B035838
S007B044750,B044750
S003B027736,B027736
S006B024943,B024943
S005B018291,B018291
S007B009428,B009428
S001B028732,B028732
S004B045136,B045136
S005B011970,B011970
S008B003584,B003584
S002B011526,B011526
S002B011331,B011331
S008B040321,B040321
S000B005626,B005626
S005B043158,B043158
S009B043188,B043188
S001B042308,B042308
S001B014777,B014777
S002B001495,B001495
S005B032790,B032790
S006B046521,B046521
S007B044288,B044288
S001B040360,B040360
S009B012714,B012714
S006B036934,B036934
S006B042994,B042994
S009B043600,B043600
S009B016509,B016509
S001B038169,B038169
S008B038264,B038264
S007B003733,B003733
S008B010552,B010552
S007B022857,B022857
S006B012983,B012983
S001B005029,B005029
S009B029403,B029403
S008B035956,B035956
S002B044941,B044941
S003B041555,B041555
S002B040822,B040822
S000B043652,B043652
S004B000367,B000367
S009B023335,B023335
S005B012591,B012591
S002B020041,B020041
S006B033374,B033374
S004B006332,B006332
S002B040352,B040352
S000B026819,B026819
S004B026778,B026778
S008B033903,B033903
S005B048720,B048720
S002B038028,B038028
S009B009361,B009361
S003B007614,B007614
S000B011007,B011007
S000B031386,B031386
S001B046492,B046492
S001B004432,B004432
S006B022860,B022860
S005B002373,B002373
S008B021964,B021964
S007B009008,B009008
S005B007030,B007030
S006B046985,B046985
S009B014568,B014568
S005B041917,B041917
S006B040476,B040476
S000B002864,B002864
S004B003004,B003004
S001B035956,B035956
S002B001120,B001120
S001B016015,B016015
S003B002493,B002493
S006B045804,B045804
S005B044975,B044975
S007B044084,B044084
S008B048963,B048963
S008B021033,B021033
S003B018244,B018244
S009B037549,B037549
S007B014366,B014366
S001B040002,B040002
S009B003113,B003113
S007B042831,B042831
S003B045586,B045586
S005B044734,B044734
S001B024943,B024943
S005B001900,B001900
S004B019264,B019264
S005B043562,B043562
S003B030019,B030019
S003B033931,B033931
S004B023654,B023654
S007B023724,B023724
S005B017684,B017684
S007B019044,B019044
S000B001453,B001453
S005B041754,B041754
S009B024962,B024962
S009B027872,B027872
S006B041612,B041612
S001B032052,B032052
S000B025146,B025146
S009B023217,B023217
S002B001420,B001420
S008B015018,B015018
S001B015525,B015525
S006B049834,B049834
S005B022562,B022562
S006B001710,B001710
S005B013204,B013204
S003B028798,B028798
S008B033202,B033202
S001B027271,B027271
S001B018688,B018688
S009B019628,B019628
S005B005020,B005020
S005B012638,B012638
S009B005708,B005708
S001B038901,B038901
S001B014970,B014970
S000B049845,B049845
S004B016828,B016828
S009B003137,B003137
S009B000697,B000697
S003B009112,B009112
S008B039799,B039799
S003B034622,B034622
S008B032313,B032313
S001B029311,B029311
S007B036672,B036672
S001B012224,B012224
S007B026467,B026467
S003B006214,B006214
S005B045406,B045406
S009B026458,B026458
S001B031336,B031336
S007B040600,B040600
S005B031789,B031789
S000B032395,B032395
S002B018620,B018620
S009B024128,B024128
S006B034372,B034372
S007B021666,B021666
S001B033135,B033135
S007B019878,B019878
S001B018156,B018156
S008B028127,B028127
S000B030862,B030862
S000B020192,B020192
S007B039426,B039426
S000B044515,B044515
S006B021169,B021169
S000B011653,B011653
S008B022339,B022339
S002B022943,B022943
S003B008194,B008194
S009B003245,B003245
S005B034618,B034618
S004B007893,B007893
S006B010795,B010795
S000B044165,B044165
S004B013790,B013790
S002B020139,B020139
S003B011522,B011522
S009B030087,B030087
S009B046812,B046812
S007B016097,B016097
S004B035769,B035769
S006B033669,B033669
S002B036916,B036916
S009B036635,B036635
S007B012983,B012983
S009B003386,B003386
S005B042251,B042251
S007B010079,B010079
S005B027630,B027630
S006B044402,B044402
S006B023654,B023654
S003B024298,B024298
S004B045277,B045277
S005B025658,B025658
S003B005176,B005176
S002B018309,B018309
S009B015317,B015317
S001B049521,B049521
S005B047267,B047267
S004B010692,B010692
S003B010730,B010730
S005B036703,B036703
S003B030512,B030512
S008B041631,B041631
S007B040834,B040834
S009B013442,B013442
S004B041601,B041601
S005B016029,B016029
S004B036971,B036971
S000B048077,B048077
S005B015205,B015205
S006B038022,B038022
S005B048810,B048810
S002B014300,B014300
S004B037188,B037188
S004B016713,B016713
S001B031815,B031815
S006B023830,B023830
S001B028584,B028584
S007B039172,B039172
S007B026837,B026837
S003B041583,B041583
S007B035559,B035559
S007B023236,B023236
S000B038634,B038634
S003B045603,B045603
S006B050071,B050071
S004B024947,B024947
S009B032792,B032792
S008B006604,B006604
S001B037508,B037508
S003B048097,B048097
S001B008512,B008512
S001B039214,B039214
S008B010829,B010829
S008B027662,B027662
S005B025477,B025477
S008B006678,B006678
S003B045801,B045801
S007B027830,B027830
S002B000126,B000126
S006B002926,B002926
S008B047495,B047495
S009B040527,B040527
S005B038476,B038476
S003B024483,B024483
S002B018969,B018969
